source_document,page,subcommittee,agency,fund,account,row_type,actual_fy23,actual_fy24,appropriation_fy25,governor_fy26,governor_fy27,legislative_fy26,legislative_fy27
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Banking Fund,account,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Insurance Fund,account,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Utility Control Fund,account,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Workers' Compensation Fund,account,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Personal Services,account,86687953.0,91751618.0,89255808.0,117425343.0,117425343.0,100780339.0,100780339.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Other Expenses,account,34696917.0,33037405.0,28856256.0,31251286.0,31251286.0,31251286.0,31251286.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Training and Travel,account,279206.0,157228.0,,,,,
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Labor - Management Fund,account,13330.0,22897.0,,,,,
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Loss Control Risk Management,account,70522.0,79029.0,88003.0,88003.0,88003.0,88003.0,88003.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Employees' Review Board,account,17611.0,17611.0,17611.0,32611.0,32611.0,32611.0,32611.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,and Employees,account,71225.0,78347.0,125184.0,,,,
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Quality of Work-Life,account,8400.0,22800.0,,,,,
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Refunds Of Collections,account,20378.0,17899.0,20381.0,20381.0,20381.0,20381.0,20381.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Rents and Moving,account,3265770.0,3780058.0,4610985.0,4136035.0,4136035.0,4136035.0,4136035.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,W. C. Administrator,account,4975000.0,4975000.0,5000000.0,5562120.0,5562120.0,5562120.0,5562120.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Insurance Recovery,account,2780343.0,2374220.0,,,,,
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Operations,account,17391566.0,17012090.0,17831771.0,21825088.0,21830588.0,21825088.0,21830588.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,IT Services,account,46312020.0,54954786.0,56891618.0,110618682.0,110618682.0,67732158.0,67732158.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Firefighters Fund,account,400000.0,5400000.0,400000.0,400000.0,400000.0,400000.0,400000.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Commissioner,account,,,,460499.0,460499.0,460499.0,460499.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,State Properties Review Board,account,,,,337113.0,337113.0,337113.0,337113.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,State Marshal Commission,account,,,,330556.0,330556.0,330556.0,365556.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Agency Total - General Fund,account,196990241.0,213680988.0,203097617.0,292487717.0,292493217.0,232956189.0,232996689.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Personal Services,account,2583747.0,2653812.0,3090648.0,2937990.0,2937990.0,2937990.0,2937990.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Operations,account,13658761.0,20055590.0,14626561.0,17467920.0,17467920.0,17467920.0,17467920.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,IT Services,account,912959.0,953998.0,953999.0,1619686.0,1619686.0,1619686.0,1619686.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Transportation Fund,account,17155467.0,23663400.0,18671208.0,22025596.0,22025596.0,22025596.0,22025596.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Personal Services,account,94785.0,378958.0,323657.0,413105.0,413105.0,413105.0,413105.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Fringe Benefits,account,81773.0,328188.0,291292.0,307747.0,307747.0,307747.0,307747.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,IT Services,account,267430.0,346657.0,360334.0,360334.0,360334.0,360334.0,360334.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Agency Total - Banking Fund,account,443988.0,1053803.0,975283.0,1081186.0,1081186.0,1081186.0,1081186.0
2025BB-20250827_FY26_FY27.pdf,82,General Government,General Government B Department Of Administrative Services,,Personal Services,account,583696.0,809525.0,776947.0,905796.0,905796.0,905796.0,905796.0
2025BB-20250827_FY26_FY27.pdf,82,General Government,General Government B Department Of Administrative Services,,Fringe Benefits,account,550693.0,676572.0,707589.0,656984.0,656984.0,656984.0,656984.0
2025BB-20250827_FY26_FY27.pdf,82,General Government,General Government B Department Of Administrative Services,,IT Services,account,280135.0,509134.0,514136.0,514136.0,514136.0,514136.0,514136.0
2025BB-20250827_FY26_FY27.pdf,82,General Government,General Government B Department Of Administrative Services,,Agency Total - Insurance Fund,account,1414524.0,1995231.0,1998672.0,2076916.0,2076916.0,2076916.0,2076916.0
2025BB-20250827_FY26_FY27.pdf,82,General Government,General Government B Department Of Administrative Services,,Personal Services,account,89233.0,87264.0,105448.0,96173.0,96173.0,96173.0,96173.0
2025BB-20250827_FY26_FY27.pdf,82,General Government,General Government B Department Of Administrative Services,,Fringe Benefits,account,96319.0,89906.0,93259.0,88135.0,88135.0,88135.0,88135.0
2025BB-20250827_FY26_FY27.pdf,82,General Government,General Government B Department Of Administrative Services,,Control Fund,account,185552.0,177170.0,198707.0,184308.0,184308.0,184308.0,184308.0
2025BB-20250827_FY26_FY27.pdf,82,General Government,General Government B Department Of Administrative Services,,Personal Services,account,621084.0,540490.0,661609.0,663688.0,663688.0,663688.0,663688.0
2025BB-20250827_FY26_FY27.pdf,82,General Government,General Government B Department Of Administrative Services,,Fringe Benefits,account,668650.0,572781.0,637686.0,528600.0,528600.0,528600.0,528600.0
2025BB-20250827_FY26_FY27.pdf,82,General Government,General Government B Department Of Administrative Services,,IT Services,account,199931.0,219928.0,199938.0,199938.0,199938.0,199938.0,199938.0
2025BB-20250827_FY26_FY27.pdf,82,General Government,General Government B Department Of Administrative Services,,Compensation Fund,account,1489665.0,1333199.0,1499233.0,1392226.0,1392226.0,1392226.0,1392226.0
2025BB-20250827_FY26_FY27.pdf,82,General Government,General Government B Department Of Administrative Services,,Total - Appropriated Funds,fund_total,217679437.0,241903791.0,226440720.0,319247949.0,319253449.0,259716421.0,259756921.0
2025BB-20250827_FY26_FY27.pdf,88,General Government,,,Workers' Compensation Claims,account,21617779.0,6015783.0,8259800.0,6509800.0,6509800.0,6509800.0,6509800.0
2025BB-20250827_FY26_FY27.pdf,88,General Government,,,– University of Connecticut,account,2888021.0,2666927.0,2271228.0,2271228.0,2271228.0,2271228.0,2271228.0
2025BB-20250827_FY26_FY27.pdf,88,General Government,,,Connecticut Health Center,account,3087348.0,3048870.0,3460985.0,3460985.0,3460985.0,3460985.0,3460985.0
2025BB-20250827_FY26_FY27.pdf,88,General Government,,,– Board of Regents Higher Ed,account,3064576.0,3127568.0,3289276.0,3289276.0,3289276.0,3289276.0,3289276.0
2025BB-20250827_FY26_FY27.pdf,88,General Government,,,Children and Families,account,7631729.0,6997665.0,10286952.0,10036952.0,10036952.0,10036952.0,10036952.0
2025BB-20250827_FY26_FY27.pdf,88,General Government,,,Mental Health & Addiction Serv,account,18162609.0,17535994.0,18561027.0,18061027.0,18061027.0,18061027.0,18061027.0
2025BB-20250827_FY26_FY27.pdf,88,General Government,,,Services and Public Protection,account,2855079.0,3403324.0,3723135.0,3723135.0,3723135.0,3723135.0,3723135.0
2025BB-20250827_FY26_FY27.pdf,88,General Government,,,Developmental Services,account,13790627.0,10671852.0,15773417.0,12073417.0,12073417.0,12073417.0,12073417.0
2025BB-20250827_FY26_FY27.pdf,88,General Government,,,– Department of Correction,account,38040635.0,39994920.0,34122823.0,37722823.0,37722823.0,37722823.0,37722823.0
2025BB-20250827_FY26_FY27.pdf,88,General Government,,,Agency Total - General Fund,account,111138403.0,93462903.0,99748643.0,97148643.0,97148643.0,97148643.0,97148643.0
2025BB-20250827_FY26_FY27.pdf,88,General Government,,,Workers' Compensation Claims,account,5659252.0,7957893.0,6723297.0,6723297.0,6723297.0,6723297.0,6723297.0
2025BB-20250827_FY26_FY27.pdf,88,General Government,,,Transportation Fund,account,5659252.0,7957893.0,6723297.0,6723297.0,6723297.0,6723297.0,6723297.0
2025BB-20250827_FY26_FY27.pdf,88,General Government,,,Total - Appropriated Funds,fund_total,116797655.0,101420796.0,106471940.0,103871940.0,103871940.0,103871940.0,103871940.0
2025BB-20250827_FY26_FY27.pdf,90,General Government,,Fund,General Fund,account,314.0,319.0,319.0,326.0,326.0,323.0,323.0
2025BB-20250827_FY26_FY27.pdf,90,General Government,,Fund,Cannabis Regulatory Fund,account,,4.0,4.0,,,4.0,4.0
2025BB-20250827_FY26_FY27.pdf,90,General Government,,Fund,Personal Services,account,34389130.0,33985255.0,37821931.0,38349993.0,38465329.0,40164183.0,40234183.0
2025BB-20250827_FY26_FY27.pdf,90,General Government,,Fund,Other Expenses,account,880275.0,1000595.0,1034810.0,1034810.0,1034810.0,1054810.0,1054810.0
2025BB-20250827_FY26_FY27.pdf,90,General Government,,Fund,Agency Total - General Fund,account,35269405.0,34985850.0,38856741.0,39384803.0,39500139.0,41218993.0,41288993.0
2025BB-20250827_FY26_FY27.pdf,90,General Government,,Fund,Personal Services,account,,345137.0,396362.0,,,407309.0,407309.0
2025BB-20250827_FY26_FY27.pdf,90,General Government,,Fund,Regulatory Fund,account,,345137.0,396362.0,,,407309.0,407309.0
2025BB-20250827_FY26_FY27.pdf,90,General Government,,Fund,Total - Appropriated Funds,fund_total,35269405.0,35330987.0,39253103.0,39384803.0,39500139.0,41626302.0,41696302.0
2025BB-20250827_FY26_FY27.pdf,93,Regulation And Protection,Regulation And Protection,General Fund,Protection,account,213066277.0,225988163.0,232578473.0,230687650.0,228486393.0,233290892.0,233189635.0
2025BB-20250827_FY26_FY27.pdf,93,Regulation And Protection,Regulation And Protection,General Fund,Protection,account,14921876.0,12941164.0,17747798.0,21738181.0,22109777.0,16816119.0,17565215.0
2025BB-20250827_FY26_FY27.pdf,93,Regulation And Protection,Regulation And Protection,General Fund,Rights and Opportunities,account,8573835.0,9623402.0,8174082.0,8512253.0,8512253.0,9217787.0,9172745.0
2025BB-20250827_FY26_FY27.pdf,93,Regulation And Protection,Regulation And Protection,General Fund,Total - General Fund,fund_total,236561988.0,248552729.0,258500353.0,260938084.0,259108423.0,259324798.0,259927595.0
2025BB-20250827_FY26_FY27.pdf,93,Regulation And Protection,Regulation And Protection,Banking Fund,Department of Banking,account,23519576.0,23298059.0,30131470.0,30574844.0,30574844.0,30687300.0,30720452.0
2025BB-20250827_FY26_FY27.pdf,93,Regulation And Protection,Regulation And Protection,Insurance Fund,Insurance Department,account,29980801.0,29766987.0,35528436.0,33767255.0,33767255.0,33767255.0,33767255.0
2025BB-20250827_FY26_FY27.pdf,93,Regulation And Protection,Regulation And Protection,Insurance Fund,Health Advocate,account,,,876000.0,,,876000.0,876000.0
2025BB-20250827_FY26_FY27.pdf,93,Regulation And Protection,Regulation And Protection,Insurance Fund,Advocate,account,3481636.0,3193706.0,4055860.0,4414801.0,4414801.0,4257257.0,4157257.0
2025BB-20250827_FY26_FY27.pdf,93,Regulation And Protection,Regulation And Protection,Insurance Fund,Total - Insurance Fund,fund_total,33462437.0,32960693.0,40460296.0,38182056.0,38182056.0,38900512.0,38800512.0
2025BB-20250827_FY26_FY27.pdf,93,Regulation And Protection,Regulation And Protection,Workers' Compensation Fund,Commission,account,21043307.0,20571400.0,23598475.0,22319417.0,22319417.0,22466032.0,22466032.0
2025BB-20250827_FY26_FY27.pdf,93,Regulation And Protection,Regulation And Protection,Cannabis Regulatory Fund,Protection,account,,157028.0,1233758.0,,,633758.0,633758.0
2025BB-20250827_FY26_FY27.pdf,93,Regulation And Protection,Regulation And Protection,Cannabis Regulatory Fund,Protection,account,,4551641.0,6004816.0,,,5684086.0,5684086.0
2025BB-20250827_FY26_FY27.pdf,93,Regulation And Protection,Regulation And Protection,Cannabis Regulatory Fund,Regulatory Fund,account,,4708669.0,7238574.0,,,6317844.0,6317844.0
2025BB-20250827_FY26_FY27.pdf,93,Regulation And Protection,Regulation And Protection,Cannabis Regulatory Fund,Total - Appropriated Funds,fund_total,314587308.0,330091550.0,359929168.0,352014401.0,350184740.0,357696486.0,358232435.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,General Fund,account,1557.0,1461.0,1461.0,1463.0,1463.0,1466.0,1466.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Cannabis Regulatory Fund,account,,2.0,2.0,,,2.0,2.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Personal Services,account,169750277.0,175691719.0,184655407.0,183631489.0,180631489.0,183361731.0,180361731.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Other Expenses,account,31002680.0,36564787.0,33479480.0,33126783.0,33592572.0,34749783.0,34715572.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Stress Reduction,account,,130320.0,,,,,
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Fleet Purchase,account,6902509.0,7063650.0,7736272.0,7449099.0,7782053.0,7449099.0,7782053.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,System,account,4258643.0,4967691.0,4990355.0,4763320.0,4763320.0,4763320.0,4763320.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,CRISIS,account,,,,,,400000.0,1800000.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Partnerships,account,,,,,,850000.0,2050000.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Willimantic,account,150076.0,242176.0,242176.0,242176.0,242176.0,242176.0,242176.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Radio Network,account,19528.0,19528.0,19528.0,19528.0,19528.0,19528.0,19528.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Radio Network,account,12997.0,12996.0,12997.0,12997.0,12997.0,12997.0,12997.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Connecticut,account,138850.0,107410.0,172353.0,172353.0,172353.0,172353.0,172353.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Association,account,175482.0,175887.0,176625.0,176625.0,176625.0,176625.0,176625.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Fire Training School - Torrington,account,81367.0,172267.0,172267.0,172267.0,172267.0,172267.0,172267.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Haven,account,48364.0,108364.0,108364.0,108364.0,108364.0,108364.0,108364.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Fire Training School - Derby,account,37139.0,50639.0,50639.0,50639.0,50639.0,50639.0,50639.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Fire Training School - Wolcott,account,100162.0,171162.0,171162.0,171162.0,171162.0,171162.0,171162.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Fire Training School - Fairfield,account,70395.0,127500.0,127501.0,127501.0,127501.0,127501.0,127501.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Fire Training School - Hartford,account,169336.0,176836.0,176836.0,176836.0,176836.0,176836.0,176836.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Middletown,account,68470.0,70970.0,70970.0,70970.0,70970.0,70970.0,70970.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Fire Training School - Stamford,account,55432.0,75540.0,75541.0,75541.0,75541.0,75541.0,75541.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Volunteer Firefighter Training,account,24570.0,58721.0,140000.0,140000.0,140000.0,140000.0,140000.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Agency Total - General Fund,account,213066277.0,225988163.0,232578473.0,230687650.0,228486393.0,233290892.0,233189635.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Personal Services,account,,157028.0,1109758.0,,,509758.0,509758.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Other Expenses,account,,,124000.0,,,124000.0,124000.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Regulatory Fund,account,,157028.0,1233758.0,,,633758.0,633758.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Total - Appropriated Funds,fund_total,213066277.0,226145191.0,233812231.0,230687650.0,228486393.0,233924650.0,233823393.0
2025BB-20250827_FY26_FY27.pdf,99,Regulation And Protection,,Fund,Banking Fund,account,115.0,125.0,128.0,130.0,130.0,131.0,131.0
2025BB-20250827_FY26_FY27.pdf,99,Regulation And Protection,,Fund,Personal Services,account,11274082.0,11518625.0,14628566.0,15416809.0,15416809.0,15476809.0,15496809.0
2025BB-20250827_FY26_FY27.pdf,99,Regulation And Protection,,Fund,Other Expenses,account,1267691.0,1312820.0,1375510.0,1375510.0,1375510.0,1378010.0,1375510.0
2025BB-20250827_FY26_FY27.pdf,99,Regulation And Protection,,Fund,Equipment,account,256.0,41448.0,44900.0,44900.0,44900.0,44900.0,44900.0
2025BB-20250827_FY26_FY27.pdf,99,Regulation And Protection,,Fund,Fringe Benefits,account,10422839.0,10106094.0,13763422.0,12333447.0,12333447.0,12383403.0,12399055.0
2025BB-20250827_FY26_FY27.pdf,99,Regulation And Protection,,Fund,Indirect Overhead,account,554708.0,319072.0,319072.0,1404178.0,1404178.0,1404178.0,1404178.0
2025BB-20250827_FY26_FY27.pdf,99,Regulation And Protection,,Fund,Agency Total - Banking Fund,account,23519576.0,23298059.0,30131470.0,30574844.0,30574844.0,30687300.0,30720452.0
2025BB-20250827_FY26_FY27.pdf,102,Regulation And Protection,,Fund,Insurance Fund,account,145.0,157.0,157.0,157.0,157.0,157.0,157.0
2025BB-20250827_FY26_FY27.pdf,102,Regulation And Protection,,Fund,Personal Services,account,14704501.0,14896042.0,17459258.0,17428950.0,17428950.0,17428950.0,17428950.0
2025BB-20250827_FY26_FY27.pdf,102,Regulation And Protection,,Fund,Other Expenses,account,1569882.0,1604202.0,1609489.0,1609489.0,1609489.0,1609489.0,1609489.0
2025BB-20250827_FY26_FY27.pdf,102,Regulation And Protection,,Fund,Equipment,account,51978.0,137674.0,62500.0,62500.0,62500.0,62500.0,62500.0
2025BB-20250827_FY26_FY27.pdf,102,Regulation And Protection,,Fund,Fringe Benefits,account,13328446.0,12881694.0,16149814.0,13071712.0,13071712.0,13071712.0,13071712.0
2025BB-20250827_FY26_FY27.pdf,102,Regulation And Protection,,Fund,Indirect Overhead,account,325994.0,247375.0,247375.0,1594604.0,1594604.0,1594604.0,1594604.0
2025BB-20250827_FY26_FY27.pdf,102,Regulation And Protection,,Fund,Agency Total - Insurance Fund,account,29980801.0,29766987.0,35528436.0,33767255.0,33767255.0,33767255.0,33767255.0
2025BB-20250827_FY26_FY27.pdf,104,Regulation And Protection,,Fund,Insurance Fund,account,,4.0,4.0,,,4.0,4.0
2025BB-20250827_FY26_FY27.pdf,104,Regulation And Protection,,Fund,Personal Services,account,,,387000.0,,,387000.0,387000.0
2025BB-20250827_FY26_FY27.pdf,104,Regulation And Protection,,Fund,Other Expenses,account,,,65500.0,,,65500.0,65500.0
2025BB-20250827_FY26_FY27.pdf,104,Regulation And Protection,,Fund,Fringe Benefits,account,,,401000.0,,,401000.0,401000.0
2025BB-20250827_FY26_FY27.pdf,104,Regulation And Protection,,Fund,Indirect Overhead,account,,,22500.0,,,22500.0,22500.0
2025BB-20250827_FY26_FY27.pdf,104,Regulation And Protection,,Fund,Agency Total - Insurance Fund,account,,,876000.0,,,876000.0,876000.0
2025BB-20250827_FY26_FY27.pdf,106,Regulation And Protection,,Fund,Insurance Fund,account,18.0,19.0,19.0,20.0,20.0,19.0,19.0
2025BB-20250827_FY26_FY27.pdf,106,Regulation And Protection,,Fund,Personal Services,account,1620031.0,1539474.0,1876329.0,2072836.0,2072836.0,1947836.0,1947836.0
2025BB-20250827_FY26_FY27.pdf,106,Regulation And Protection,,Fund,Other Expenses,account,210303.0,226766.0,292991.0,302991.0,302991.0,392991.0,292991.0
2025BB-20250827_FY26_FY27.pdf,106,Regulation And Protection,,Fund,Equipment,account,4715.0,4239.0,5000.0,10000.0,10000.0,5000.0,5000.0
2025BB-20250827_FY26_FY27.pdf,106,Regulation And Protection,,Fund,Fringe Benefits,account,1550653.0,1373342.0,1831655.0,1949199.0,1949199.0,1831655.0,1831655.0
2025BB-20250827_FY26_FY27.pdf,106,Regulation And Protection,,Fund,Indirect Overhead,account,95934.0,49885.0,49885.0,79775.0,79775.0,79775.0,79775.0
2025BB-20250827_FY26_FY27.pdf,106,Regulation And Protection,,Fund,Agency Total - Insurance Fund,account,3481636.0,3193706.0,4055860.0,4414801.0,4414801.0,4257257.0,4157257.0
2025BB-20250827_FY26_FY27.pdf,109,Regulation And Protection,,Fund,General Fund,account,217.0,220.0,220.0,285.0,288.0,230.0,240.0
2025BB-20250827_FY26_FY27.pdf,109,Regulation And Protection,,Fund,Cannabis Regulatory Fund,account,,62.0,62.0,,,62.0,62.0
2025BB-20250827_FY26_FY27.pdf,109,Regulation And Protection,,Fund,Personal Services,account,13734080.0,12027480.0,16030358.0,20583972.0,21055568.0,16096179.0,16807275.0
2025BB-20250827_FY26_FY27.pdf,109,Regulation And Protection,,Fund,Other Expenses,account,1187796.0,913684.0,1717440.0,1154209.0,1054209.0,719940.0,757940.0
2025BB-20250827_FY26_FY27.pdf,109,Regulation And Protection,,Fund,Agency Total - General Fund,account,14921876.0,12941164.0,17747798.0,21738181.0,22109777.0,16816119.0,17565215.0
2025BB-20250827_FY26_FY27.pdf,109,Regulation And Protection,,Fund,Personal Services,account,,4216030.0,5656047.0,,,5335317.0,5335317.0
2025BB-20250827_FY26_FY27.pdf,109,Regulation And Protection,,Fund,Other Expenses,account,,335611.0,348769.0,,,348769.0,348769.0
2025BB-20250827_FY26_FY27.pdf,109,Regulation And Protection,,Fund,Regulatory Fund,account,,4551641.0,6004816.0,,,5684086.0,5684086.0
2025BB-20250827_FY26_FY27.pdf,109,Regulation And Protection,,Fund,Total - Appropriated Funds,fund_total,14921876.0,17492805.0,23752614.0,21738181.0,22109777.0,22500205.0,23249301.0
2025BB-20250827_FY26_FY27.pdf,116,Regulation And Protection,,Fund,Workers' Compensation Fund,account,111.0,111.0,111.0,111.0,111.0,111.0,111.0
2025BB-20250827_FY26_FY27.pdf,116,Regulation And Protection,,Fund,Personal Services,account,9083658.0,9118656.0,10144612.0,9729348.0,9729348.0,9841921.0,9841921.0
2025BB-20250827_FY26_FY27.pdf,116,Regulation And Protection,,Fund,Other Expenses,account,2705114.0,2412447.0,2476091.0,2476091.0,2476091.0,2476091.0,2476091.0
2025BB-20250827_FY26_FY27.pdf,116,Regulation And Protection,,Fund,Equipment,account,,,1.0,1.0,1.0,1.0,1.0
2025BB-20250827_FY26_FY27.pdf,116,Regulation And Protection,,Fund,Fringe Benefits,account,8874410.0,8545020.0,10482494.0,8527772.0,8527772.0,8561814.0,8561814.0
2025BB-20250827_FY26_FY27.pdf,116,Regulation And Protection,,Fund,Indirect Overhead,account,380125.0,495277.0,495277.0,1586205.0,1586205.0,1586205.0,1586205.0
2025BB-20250827_FY26_FY27.pdf,116,Regulation And Protection,,Fund,Compensation Fund,account,21043307.0,20571400.0,23598475.0,22319417.0,22319417.0,22466032.0,22466032.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,General Fund,account,932.0,261.0,261.0,270.0,270.0,274.0,279.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Workers' Compensation Fund,account,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Personal Services,account,40495801.0,19368296.0,15725667.0,17234887.0,17234887.0,17414340.0,17911298.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Other Expenses,account,1441100.0,4441841.0,2443100.0,2499520.0,2481520.0,4808285.0,4693827.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,CETC Workforce,account,488660.0,667363.0,590125.0,606460.0,606460.0,606460.0,606460.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Workforce Investment Act,account,33591524.0,35484255.0,35339550.0,32533606.0,32533606.0,29938610.0,29938610.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Job Funnels Projects,account,706688.0,696841.0,712857.0,712857.0,712857.0,712857.0,712857.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Employment Program,account,5066362.0,5267892.0,10268488.0,5268488.0,5268488.0,7768488.0,10268488.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Jobs First Employment Services,account,12552423.0,12104783.0,13153107.0,13173620.0,13173620.0,13173620.0,13173620.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Apprenticeship Program,account,600412.0,573510.0,580431.0,604369.0,604369.0,604369.0,604369.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Network,account,157365.0,135991.0,146775.0,152112.0,152112.0,152112.0,152112.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,STRIVE,account,70012.0,108127.0,88779.0,88779.0,88779.0,88779.0,88779.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Unemployed,account,3604038.0,4254919.0,4621184.0,4621184.0,4621184.0,5121184.0,5121184.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Veterans’ Opportunity Pilot,account,,245047.0,245047.0,,,,
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Second Chance Initiative,account,325862.0,319452.0,327038.0,327038.0,327038.0,327038.0,327038.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Cradle To Career,account,98642.0,97765.0,100000.0,100000.0,100000.0,100000.0,100000.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,New Haven Jobs Funnel,account,362476.0,667643.0,750000.0,750000.0,750000.0,750000.0,750000.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Initiative,account,,,500000.0,,,,
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Initiative,account,3395233.0,4567568.0,4624271.0,4627698.0,4627698.0,4627698.0,4627698.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,and Training Grant Program,account,,,,,,400000.0,400000.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Agency Total - General Fund,account,102956598.0,89001293.0,90216419.0,83300618.0,83282618.0,86593840.0,89476340.0
