source_document,page,subcommittee,agency,fund,account,row_type,scenario,fiscal_year,amount
2025BB-20250827_FY26_FY27.pdf,71,General Government,,Fund,Litigation Settlement Costs,account,appropriation,2025,
2025BB-20250827_FY26_FY27.pdf,71,General Government,,Fund,Data Base Link,account,appropriation,2025,20438.0
2025BB-20250827_FY26_FY27.pdf,71,General Government,,Fund,Justice Assistance Grants,account,appropriation,2025,800967.0
2025BB-20250827_FY26_FY27.pdf,71,General Government,,Fund,Tax Relief For Elderly Renters,account,appropriation,2025,25020226.0
2025BB-20250827_FY26_FY27.pdf,71,General Government,,Fund,Private Providers,account,appropriation,2025,53300000.0
2025BB-20250827_FY26_FY27.pdf,71,General Government,,Fund,Disability Exemption,account,appropriation,2025,364713.0
2025BB-20250827_FY26_FY27.pdf,71,General Government,,Fund,Distressed Municipalities,account,appropriation,2025,1500000.0
2025BB-20250827_FY26_FY27.pdf,71,General Government,,Fund,Freeze Program,account,appropriation,2025,6000.0
2025BB-20250827_FY26_FY27.pdf,71,General Government,,Fund,Property Tax Relief for Veterans,account,appropriation,2025,2708107.0
2025BB-20250827_FY26_FY27.pdf,71,General Government,,Fund,Grants,account,appropriation,2025,
2025BB-20250827_FY26_FY27.pdf,71,General Government,,Fund,Motor Vehicle Tax Grants,account,appropriation,2025,
2025BB-20250827_FY26_FY27.pdf,71,General Government,,Fund,Municipal Stabilization Grant,account,appropriation,2025,
2025BB-20250827_FY26_FY27.pdf,71,General Government,,Fund,Municipal Restructuring,account,appropriation,2025,7300000.0
2025BB-20250827_FY26_FY27.pdf,71,General Government,,Fund,Tiered PILOT,account,appropriation,2025,
2025BB-20250827_FY26_FY27.pdf,71,General Government,,Fund,Agency Total - General Fund,account,appropriation,2025,112885758.0
2025BB-20250827_FY26_FY27.pdf,71,General Government,,Fund,Personal Services,account,appropriation,2025,740945.0
2025BB-20250827_FY26_FY27.pdf,71,General Government,,Fund,Transportation Fund,account,appropriation,2025,740945.0
2025BB-20250827_FY26_FY27.pdf,71,General Government,,Fund,Grants To Towns,account,appropriation,2025,52541796.0
2025BB-20250827_FY26_FY27.pdf,71,General Government,,Fund,Pequot and Mohegan Fund,account,appropriation,2025,52541796.0
2025BB-20250827_FY26_FY27.pdf,71,General Government,,Fund,Personal Services,account,appropriation,2025,363008.0
2025BB-20250827_FY26_FY27.pdf,71,General Government,,Fund,Other Expenses,account,appropriation,2025,6012.0
2025BB-20250827_FY26_FY27.pdf,71,General Government,,Fund,Fringe Benefits,account,appropriation,2025,277130.0
2025BB-20250827_FY26_FY27.pdf,71,General Government,,Fund,Agency Total - Insurance Fund,account,appropriation,2025,646150.0
2025BB-20250827_FY26_FY27.pdf,71,General Government,,Fund,Personal Services,account,appropriation,2025,194591.0
2025BB-20250827_FY26_FY27.pdf,79,General Government,,,Reserve For Salary Adjustments,account,appropriation,2025,48184698.0
2025BB-20250827_FY26_FY27.pdf,79,General Government,,,Agency Total - General Fund,account,appropriation,2025,48184698.0
2025BB-20250827_FY26_FY27.pdf,79,General Government,,,Reserve For Salary Adjustments,account,appropriation,2025,7736356.0
2025BB-20250827_FY26_FY27.pdf,79,General Government,,,Transportation Fund,account,appropriation,2025,7736356.0
2025BB-20250827_FY26_FY27.pdf,79,General Government,,,Total - Appropriated Funds,fund_total,appropriation,2025,55921054.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,General Fund,account,appropriation,2025,941.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Special Transportation Fund,account,appropriation,2025,31.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Banking Fund,account,appropriation,2025,3.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Insurance Fund,account,appropriation,2025,6.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Utility Control Fund,account,appropriation,2025,1.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Workers' Compensation Fund,account,appropriation,2025,6.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Personal Services,account,appropriation,2025,89255808.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Other Expenses,account,appropriation,2025,28856256.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Training and Travel,account,appropriation,2025,
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Labor - Management Fund,account,appropriation,2025,
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Loss Control Risk Management,account,appropriation,2025,88003.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Employees' Review Board,account,appropriation,2025,17611.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,and Employees,account,appropriation,2025,125184.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Quality of Work-Life,account,appropriation,2025,
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Refunds Of Collections,account,appropriation,2025,20381.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Rents and Moving,account,appropriation,2025,4610985.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,W. C. Administrator,account,appropriation,2025,5000000.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Insurance Recovery,account,appropriation,2025,
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Operations,account,appropriation,2025,17831771.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,IT Services,account,appropriation,2025,56891618.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Firefighters Fund,account,appropriation,2025,400000.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Commissioner,account,appropriation,2025,
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,State Properties Review Board,account,appropriation,2025,
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,State Marshal Commission,account,appropriation,2025,
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Agency Total - General Fund,account,appropriation,2025,203097617.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Personal Services,account,appropriation,2025,3090648.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Operations,account,appropriation,2025,14626561.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,IT Services,account,appropriation,2025,953999.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Transportation Fund,account,appropriation,2025,18671208.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Personal Services,account,appropriation,2025,323657.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Fringe Benefits,account,appropriation,2025,291292.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,IT Services,account,appropriation,2025,360334.0
2025BB-20250827_FY26_FY27.pdf,81,General Government,,Fund,Agency Total - Banking Fund,account,appropriation,2025,975283.0
2025BB-20250827_FY26_FY27.pdf,82,General Government,General Government B Department Of Administrative Services,,Personal Services,account,appropriation,2025,776947.0
2025BB-20250827_FY26_FY27.pdf,82,General Government,General Government B Department Of Administrative Services,,Fringe Benefits,account,appropriation,2025,707589.0
2025BB-20250827_FY26_FY27.pdf,82,General Government,General Government B Department Of Administrative Services,,IT Services,account,appropriation,2025,514136.0
2025BB-20250827_FY26_FY27.pdf,82,General Government,General Government B Department Of Administrative Services,,Agency Total - Insurance Fund,account,appropriation,2025,1998672.0
2025BB-20250827_FY26_FY27.pdf,82,General Government,General Government B Department Of Administrative Services,,Personal Services,account,appropriation,2025,105448.0
2025BB-20250827_FY26_FY27.pdf,82,General Government,General Government B Department Of Administrative Services,,Fringe Benefits,account,appropriation,2025,93259.0
2025BB-20250827_FY26_FY27.pdf,82,General Government,General Government B Department Of Administrative Services,,Control Fund,account,appropriation,2025,198707.0
2025BB-20250827_FY26_FY27.pdf,82,General Government,General Government B Department Of Administrative Services,,Personal Services,account,appropriation,2025,661609.0
2025BB-20250827_FY26_FY27.pdf,82,General Government,General Government B Department Of Administrative Services,,Fringe Benefits,account,appropriation,2025,637686.0
2025BB-20250827_FY26_FY27.pdf,82,General Government,General Government B Department Of Administrative Services,,IT Services,account,appropriation,2025,199938.0
2025BB-20250827_FY26_FY27.pdf,82,General Government,General Government B Department Of Administrative Services,,Compensation Fund,account,appropriation,2025,1499233.0
2025BB-20250827_FY26_FY27.pdf,82,General Government,General Government B Department Of Administrative Services,,Total - Appropriated Funds,fund_total,appropriation,2025,226440720.0
2025BB-20250827_FY26_FY27.pdf,88,General Government,,,Workers' Compensation Claims,account,appropriation,2025,8259800.0
2025BB-20250827_FY26_FY27.pdf,88,General Government,,,– University of Connecticut,account,appropriation,2025,2271228.0
2025BB-20250827_FY26_FY27.pdf,88,General Government,,,Connecticut Health Center,account,appropriation,2025,3460985.0
2025BB-20250827_FY26_FY27.pdf,88,General Government,,,– Board of Regents Higher Ed,account,appropriation,2025,3289276.0
2025BB-20250827_FY26_FY27.pdf,88,General Government,,,Children and Families,account,appropriation,2025,10286952.0
2025BB-20250827_FY26_FY27.pdf,88,General Government,,,Mental Health & Addiction Serv,account,appropriation,2025,18561027.0
2025BB-20250827_FY26_FY27.pdf,88,General Government,,,Services and Public Protection,account,appropriation,2025,3723135.0
2025BB-20250827_FY26_FY27.pdf,88,General Government,,,Developmental Services,account,appropriation,2025,15773417.0
2025BB-20250827_FY26_FY27.pdf,88,General Government,,,– Department of Correction,account,appropriation,2025,34122823.0
2025BB-20250827_FY26_FY27.pdf,88,General Government,,,Agency Total - General Fund,account,appropriation,2025,99748643.0
2025BB-20250827_FY26_FY27.pdf,88,General Government,,,Workers' Compensation Claims,account,appropriation,2025,6723297.0
2025BB-20250827_FY26_FY27.pdf,88,General Government,,,Transportation Fund,account,appropriation,2025,6723297.0
2025BB-20250827_FY26_FY27.pdf,88,General Government,,,Total - Appropriated Funds,fund_total,appropriation,2025,106471940.0
2025BB-20250827_FY26_FY27.pdf,90,General Government,,Fund,General Fund,account,appropriation,2025,319.0
2025BB-20250827_FY26_FY27.pdf,90,General Government,,Fund,Cannabis Regulatory Fund,account,appropriation,2025,4.0
2025BB-20250827_FY26_FY27.pdf,90,General Government,,Fund,Personal Services,account,appropriation,2025,37821931.0
2025BB-20250827_FY26_FY27.pdf,90,General Government,,Fund,Other Expenses,account,appropriation,2025,1034810.0
2025BB-20250827_FY26_FY27.pdf,90,General Government,,Fund,Agency Total - General Fund,account,appropriation,2025,38856741.0
2025BB-20250827_FY26_FY27.pdf,90,General Government,,Fund,Personal Services,account,appropriation,2025,396362.0
2025BB-20250827_FY26_FY27.pdf,90,General Government,,Fund,Regulatory Fund,account,appropriation,2025,396362.0
2025BB-20250827_FY26_FY27.pdf,90,General Government,,Fund,Total - Appropriated Funds,fund_total,appropriation,2025,39253103.0
2025BB-20250827_FY26_FY27.pdf,93,Regulation And Protection,Regulation And Protection,General Fund,Protection,account,appropriation,2025,232578473.0
2025BB-20250827_FY26_FY27.pdf,93,Regulation And Protection,Regulation And Protection,General Fund,Protection,account,appropriation,2025,17747798.0
2025BB-20250827_FY26_FY27.pdf,93,Regulation And Protection,Regulation And Protection,General Fund,Rights and Opportunities,account,appropriation,2025,8174082.0
2025BB-20250827_FY26_FY27.pdf,93,Regulation And Protection,Regulation And Protection,General Fund,Total - General Fund,fund_total,appropriation,2025,258500353.0
2025BB-20250827_FY26_FY27.pdf,93,Regulation And Protection,Regulation And Protection,Banking Fund,Department of Banking,account,appropriation,2025,30131470.0
2025BB-20250827_FY26_FY27.pdf,93,Regulation And Protection,Regulation And Protection,Insurance Fund,Insurance Department,account,appropriation,2025,35528436.0
2025BB-20250827_FY26_FY27.pdf,93,Regulation And Protection,Regulation And Protection,Insurance Fund,Health Advocate,account,appropriation,2025,876000.0
2025BB-20250827_FY26_FY27.pdf,93,Regulation And Protection,Regulation And Protection,Insurance Fund,Advocate,account,appropriation,2025,4055860.0
2025BB-20250827_FY26_FY27.pdf,93,Regulation And Protection,Regulation And Protection,Insurance Fund,Total - Insurance Fund,fund_total,appropriation,2025,40460296.0
2025BB-20250827_FY26_FY27.pdf,93,Regulation And Protection,Regulation And Protection,Workers' Compensation Fund,Commission,account,appropriation,2025,23598475.0
2025BB-20250827_FY26_FY27.pdf,93,Regulation And Protection,Regulation And Protection,Cannabis Regulatory Fund,Protection,account,appropriation,2025,1233758.0
2025BB-20250827_FY26_FY27.pdf,93,Regulation And Protection,Regulation And Protection,Cannabis Regulatory Fund,Protection,account,appropriation,2025,6004816.0
2025BB-20250827_FY26_FY27.pdf,93,Regulation And Protection,Regulation And Protection,Cannabis Regulatory Fund,Regulatory Fund,account,appropriation,2025,7238574.0
2025BB-20250827_FY26_FY27.pdf,93,Regulation And Protection,Regulation And Protection,Cannabis Regulatory Fund,Total - Appropriated Funds,fund_total,appropriation,2025,359929168.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,General Fund,account,appropriation,2025,1461.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Cannabis Regulatory Fund,account,appropriation,2025,2.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Personal Services,account,appropriation,2025,184655407.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Other Expenses,account,appropriation,2025,33479480.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Stress Reduction,account,appropriation,2025,
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Fleet Purchase,account,appropriation,2025,7736272.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,System,account,appropriation,2025,4990355.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,CRISIS,account,appropriation,2025,
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Partnerships,account,appropriation,2025,
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Willimantic,account,appropriation,2025,242176.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Radio Network,account,appropriation,2025,19528.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Radio Network,account,appropriation,2025,12997.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Connecticut,account,appropriation,2025,172353.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Association,account,appropriation,2025,176625.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Fire Training School - Torrington,account,appropriation,2025,172267.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Haven,account,appropriation,2025,108364.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Fire Training School - Derby,account,appropriation,2025,50639.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Fire Training School - Wolcott,account,appropriation,2025,171162.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Fire Training School - Fairfield,account,appropriation,2025,127501.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Fire Training School - Hartford,account,appropriation,2025,176836.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Middletown,account,appropriation,2025,70970.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Fire Training School - Stamford,account,appropriation,2025,75541.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Volunteer Firefighter Training,account,appropriation,2025,140000.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Agency Total - General Fund,account,appropriation,2025,232578473.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Personal Services,account,appropriation,2025,1109758.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Other Expenses,account,appropriation,2025,124000.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Regulatory Fund,account,appropriation,2025,1233758.0
2025BB-20250827_FY26_FY27.pdf,94,Regulation And Protection,,Fund,Total - Appropriated Funds,fund_total,appropriation,2025,233812231.0
2025BB-20250827_FY26_FY27.pdf,99,Regulation And Protection,,Fund,Banking Fund,account,appropriation,2025,128.0
2025BB-20250827_FY26_FY27.pdf,99,Regulation And Protection,,Fund,Personal Services,account,appropriation,2025,14628566.0
2025BB-20250827_FY26_FY27.pdf,99,Regulation And Protection,,Fund,Other Expenses,account,appropriation,2025,1375510.0
2025BB-20250827_FY26_FY27.pdf,99,Regulation And Protection,,Fund,Equipment,account,appropriation,2025,44900.0
2025BB-20250827_FY26_FY27.pdf,99,Regulation And Protection,,Fund,Fringe Benefits,account,appropriation,2025,13763422.0
2025BB-20250827_FY26_FY27.pdf,99,Regulation And Protection,,Fund,Indirect Overhead,account,appropriation,2025,319072.0
2025BB-20250827_FY26_FY27.pdf,99,Regulation And Protection,,Fund,Agency Total - Banking Fund,account,appropriation,2025,30131470.0
2025BB-20250827_FY26_FY27.pdf,102,Regulation And Protection,,Fund,Insurance Fund,account,appropriation,2025,157.0
2025BB-20250827_FY26_FY27.pdf,102,Regulation And Protection,,Fund,Personal Services,account,appropriation,2025,17459258.0
2025BB-20250827_FY26_FY27.pdf,102,Regulation And Protection,,Fund,Other Expenses,account,appropriation,2025,1609489.0
2025BB-20250827_FY26_FY27.pdf,102,Regulation And Protection,,Fund,Equipment,account,appropriation,2025,62500.0
2025BB-20250827_FY26_FY27.pdf,102,Regulation And Protection,,Fund,Fringe Benefits,account,appropriation,2025,16149814.0
2025BB-20250827_FY26_FY27.pdf,102,Regulation And Protection,,Fund,Indirect Overhead,account,appropriation,2025,247375.0
2025BB-20250827_FY26_FY27.pdf,102,Regulation And Protection,,Fund,Agency Total - Insurance Fund,account,appropriation,2025,35528436.0
2025BB-20250827_FY26_FY27.pdf,104,Regulation And Protection,,Fund,Insurance Fund,account,appropriation,2025,4.0
2025BB-20250827_FY26_FY27.pdf,104,Regulation And Protection,,Fund,Personal Services,account,appropriation,2025,387000.0
2025BB-20250827_FY26_FY27.pdf,104,Regulation And Protection,,Fund,Other Expenses,account,appropriation,2025,65500.0
2025BB-20250827_FY26_FY27.pdf,104,Regulation And Protection,,Fund,Fringe Benefits,account,appropriation,2025,401000.0
2025BB-20250827_FY26_FY27.pdf,104,Regulation And Protection,,Fund,Indirect Overhead,account,appropriation,2025,22500.0
2025BB-20250827_FY26_FY27.pdf,104,Regulation And Protection,,Fund,Agency Total - Insurance Fund,account,appropriation,2025,876000.0
2025BB-20250827_FY26_FY27.pdf,106,Regulation And Protection,,Fund,Insurance Fund,account,appropriation,2025,19.0
2025BB-20250827_FY26_FY27.pdf,106,Regulation And Protection,,Fund,Personal Services,account,appropriation,2025,1876329.0
2025BB-20250827_FY26_FY27.pdf,106,Regulation And Protection,,Fund,Other Expenses,account,appropriation,2025,292991.0
2025BB-20250827_FY26_FY27.pdf,106,Regulation And Protection,,Fund,Equipment,account,appropriation,2025,5000.0
2025BB-20250827_FY26_FY27.pdf,106,Regulation And Protection,,Fund,Fringe Benefits,account,appropriation,2025,1831655.0
2025BB-20250827_FY26_FY27.pdf,106,Regulation And Protection,,Fund,Indirect Overhead,account,appropriation,2025,49885.0
2025BB-20250827_FY26_FY27.pdf,106,Regulation And Protection,,Fund,Agency Total - Insurance Fund,account,appropriation,2025,4055860.0
2025BB-20250827_FY26_FY27.pdf,109,Regulation And Protection,,Fund,General Fund,account,appropriation,2025,220.0
2025BB-20250827_FY26_FY27.pdf,109,Regulation And Protection,,Fund,Cannabis Regulatory Fund,account,appropriation,2025,62.0
2025BB-20250827_FY26_FY27.pdf,109,Regulation And Protection,,Fund,Personal Services,account,appropriation,2025,16030358.0
2025BB-20250827_FY26_FY27.pdf,109,Regulation And Protection,,Fund,Other Expenses,account,appropriation,2025,1717440.0
2025BB-20250827_FY26_FY27.pdf,109,Regulation And Protection,,Fund,Agency Total - General Fund,account,appropriation,2025,17747798.0
2025BB-20250827_FY26_FY27.pdf,109,Regulation And Protection,,Fund,Personal Services,account,appropriation,2025,5656047.0
2025BB-20250827_FY26_FY27.pdf,109,Regulation And Protection,,Fund,Other Expenses,account,appropriation,2025,348769.0
2025BB-20250827_FY26_FY27.pdf,109,Regulation And Protection,,Fund,Regulatory Fund,account,appropriation,2025,6004816.0
2025BB-20250827_FY26_FY27.pdf,109,Regulation And Protection,,Fund,Total - Appropriated Funds,fund_total,appropriation,2025,23752614.0
2025BB-20250827_FY26_FY27.pdf,116,Regulation And Protection,,Fund,Workers' Compensation Fund,account,appropriation,2025,111.0
2025BB-20250827_FY26_FY27.pdf,116,Regulation And Protection,,Fund,Personal Services,account,appropriation,2025,10144612.0
2025BB-20250827_FY26_FY27.pdf,116,Regulation And Protection,,Fund,Other Expenses,account,appropriation,2025,2476091.0
2025BB-20250827_FY26_FY27.pdf,116,Regulation And Protection,,Fund,Equipment,account,appropriation,2025,1.0
2025BB-20250827_FY26_FY27.pdf,116,Regulation And Protection,,Fund,Fringe Benefits,account,appropriation,2025,10482494.0
2025BB-20250827_FY26_FY27.pdf,116,Regulation And Protection,,Fund,Indirect Overhead,account,appropriation,2025,495277.0
2025BB-20250827_FY26_FY27.pdf,116,Regulation And Protection,,Fund,Compensation Fund,account,appropriation,2025,23598475.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,General Fund,account,appropriation,2025,261.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Workers' Compensation Fund,account,appropriation,2025,2.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Personal Services,account,appropriation,2025,15725667.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Other Expenses,account,appropriation,2025,2443100.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,CETC Workforce,account,appropriation,2025,590125.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Workforce Investment Act,account,appropriation,2025,35339550.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Job Funnels Projects,account,appropriation,2025,712857.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Employment Program,account,appropriation,2025,10268488.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Jobs First Employment Services,account,appropriation,2025,13153107.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Apprenticeship Program,account,appropriation,2025,580431.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Network,account,appropriation,2025,146775.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,STRIVE,account,appropriation,2025,88779.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Unemployed,account,appropriation,2025,4621184.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Veterans’ Opportunity Pilot,account,appropriation,2025,245047.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Second Chance Initiative,account,appropriation,2025,327038.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Cradle To Career,account,appropriation,2025,100000.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,New Haven Jobs Funnel,account,appropriation,2025,750000.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Initiative,account,appropriation,2025,500000.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Initiative,account,appropriation,2025,4624271.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,and Training Grant Program,account,appropriation,2025,
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Agency Total - General Fund,account,appropriation,2025,90216419.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Opportunity Industrial Centers,account,appropriation,2025,738708.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Customized Services,account,appropriation,2025,965689.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Agency Total - Banking Fund,account,appropriation,2025,1704397.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Occupational Health Clinics,account,appropriation,2025,708113.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Compensation Fund,account,appropriation,2025,708113.0
2025BB-20250827_FY26_FY27.pdf,123,Conservation And Development,,Fund,Total - Appropriated Funds,fund_total,appropriation,2025,92628929.0
2025BB-20250827_FY26_FY27.pdf,131,Conservation And Development,,Fund,General Fund,account,appropriation,2025,52.0
2025BB-20250827_FY26_FY27.pdf,131,Conservation And Development,,Fund,Personal Services,account,appropriation,2025,4518302.0
2025BB-20250827_FY26_FY27.pdf,131,Conservation And Development,,Fund,Other Expenses,account,appropriation,2025,1898332.0
2025BB-20250827_FY26_FY27.pdf,131,Conservation And Development,,Fund,Senior Food Vouchers,account,appropriation,2025,517671.0
2025BB-20250827_FY26_FY27.pdf,131,Conservation And Development,,Fund,Sustainability,account,appropriation,2025,1000000.0
2025BB-20250827_FY26_FY27.pdf,131,Conservation And Development,,Fund,Produce,account,appropriation,2025,247938.0
2025BB-20250827_FY26_FY27.pdf,131,Conservation And Development,,Fund,Agency Total - General Fund,account,appropriation,2025,8182243.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,General Fund,account,appropriation,2025,557.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Special Transportation Fund,account,appropriation,2025,46.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Utility Control Fund,account,appropriation,2025,148.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Personal Services,account,appropriation,2025,22589573.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Other Expenses,account,appropriation,2025,997261.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Mosquito and Tick Control,account,appropriation,2025,274924.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Maintenance,account,appropriation,2025,399577.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Laboratory Fees,account,appropriation,2025,122565.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Dam Maintenance,account,appropriation,2025,148083.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Emergency Spill Response,account,appropriation,2025,7405416.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Solid Waste Management,account,appropriation,2025,3985129.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Underground Storage Tank,account,appropriation,2025,1045684.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Clean Air,account,appropriation,2025,4261769.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Environmental Conservation,account,appropriation,2025,4688695.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Environmental Quality,account,appropriation,2025,6867631.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Fish Hatcheries,account,appropriation,2025,3446925.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Commission,account,appropriation,2025,
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Commission,account,appropriation,2025,3333.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Pollution Commission,account,appropriation,2025,26554.0
2025BB-20250827_FY26_FY27.pdf,134,Conservation And Development,,Fund,Compact,account,appropriation,2025,3082.0
